"County Name","District Name","District City","School Name","School Street Address","School City","School State","School Zip","Phone","Fax","Email Address","School Principal","Grade Range","Enrollment"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA COLLEGE PREPARATORY SAN JUAN","600 E SIOUX RD","SAN JUAN","TX","78589","(956) 588-4021","(956) 702-4497","samuel.goessling@ideapublicschools.org","SAMUEL GOESSLING   ","'06-11","468"
"DENTON COUNTY","THE LEGENDS ACADEMY","DENTON","LEGENDS ACADEMY","2012 W UNIVERSITY DR","DENTON","TX","76201","(940) 387-6021","(940) 387-6028","sandy.doerge@thelegendsacademy.org","CHRIS BENNETT   ","'KG-12","65"
"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","AUSTIN","LAUREL RIDGE","P O BOX 7667","AUSTIN","TX","78713-7667","(210) 957-8964","(210) 491-3552","sarnold@mail.utexas.edu","MS SALLY ARNOLD   ","'KG-12","55"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","ENERGIZED FOR SCIENCE TECHNOLOGY ENGINEERING H S","6201 BISSONNET","HOUSTON","TX","77081-6809","(713) 773-3600","(713) 773-3630","SCLARK7@houstonisd.org","MS SHAVON CLARK   ","'09-12","103"
"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACADEMY","GARLAND","MESQUITE CHARTER ACADEMY","2422 N JUPITER RD","GARLAND","TX","75044","(214) 628-9152","(214) 628-9124","scooper@eciacharter.com","DR SAMUEL COOPER   ","'KG-06","155"
"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACADEMY","GARLAND","MESQUITE CHARTER ACADEMY 2","2422 N JUPITER RD","GARLAND","TX","75044","(214) 628-9152","(214) 628-9124","scooper@iceacharter.com","DR SAMUEL COOPER   ","'07 08","62"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF PALMVIEW","P O BOX 292730","LEWISVILLE","TX","75029","(956) 584-8458","(956) 584-9807","sfemat@responsiveed.com","    ","'06-12","0"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF LAREDO","P O BOX 292730","LEWISVILLE","TX","75029","(956) 723-7788","(956) 753-6101","sgarza@responsiveed.com","    ","'06-12","0"
"HARRIS COUNTY","KIPP INC CHARTER","HOUSTON","KIPP POLARIS ACADEMY FOR BOYS","10711 KIPP WAY","HOUSTON","TX","77099","(713) 633-4646","(713) 633-4783","shardnett@kipphouston.org","SHAWN HARDNETT   ","'06-08","235"
"HARRIS COUNTY","KIPP INC CHARTER","HOUSTON","KIPP NORTH FOREST LOWER SCHOOL","9636 MESA RD","HOUSTON","TX","77078","(713) 633-4646","(713) 633-4783","shardnett@kipphouston.org","SHAWN HARDNETT   ","'PK-05","82"
"BEXAR COUNTY","RADIANCE ACADEMY OF LEARNING","SCHERTZ","RADIANCE ACADEMY OF LEARNING","12995 IH 35 N","LIVEOAK","TX","78233","(210) 658-6848","(210) 658-7820","shekinahra@aol.com","MR DANIEL MARTINEZ   ","'PK-12","25"
"BEXAR COUNTY","RADIANCE ACADEMY OF LEARNING","SCHERTZ","RADIANCE ACADEMY OF LEARNING (DEL RIO)","709 B KINGS WAY","DEL RIO","TX","78840","(830) 774-6230","(830) 774-6235","shekinahra@aol.com","MR MANUEL POLANCO   ","'06-12","217"
"BEXAR COUNTY","RADIANCE ACADEMY OF LEARNING","SCHERTZ","RADIANCE ACADEMY OF LEARNING (WEST LAKE CAMPUS)","1305 SW LOOP 410 STE 210","SAN ANTONIO","TX","78227","(210) 670-8800","(210) 670-0903","shekinahra@aol.com","VERONICA CHAMPION   ","'PK-12","275"
"BEXAR COUNTY","RADIANCE ACADEMY OF LEARNING","SCHERTZ","RADIANCE ACADEMY OF LEARNING (INTERNATIONAL)","4151 CULEBRA RD BLDG #3","SAN ANTONIO","TX","78228","(210) 967-3206","(210) 637-9264","shekinahra@aol.com","AARON SANCHEZ   ","'PK-08","140"
"BEXAR COUNTY","RADIANCE ACADEMY OF LEARNING","SCHERTZ","RADIANCE ACADEMY OF LEARNING (DAYSTAR)","413 KITTY HAWK","UNIVERSAL CITY","TX","78148","(210) 659-1210","(210) 659-1974","shekinahra@aol.com","DR DERRICK LOVE   ","'PK-06","87"
"BEXAR COUNTY","RADIANCE ACADEMY OF LEARNING","SCHERTZ","RADIANCE ACADEMY OF LEARNING (ABUNDANT LIFE SA)","7431 S PRESA","SAN ANTONIO","TX","78223","(210) 531-9026","(210) 531-9912","shekinahra@aol.com","VERONICA CHAMPION   ","'KG-07","113"
"BEXAR COUNTY","RADIANCE ACADEMY OF LEARNING","SCHERTZ","RADIANCE ACADEMY OF LEARNING (LITTLE LIONS)","13118 EL SENDERO","SAN ANTONIO","TX","78233","(210) 679-0236","(210) 566-7195","shekinahra@aol.com","VALERIE LYNCH   ","'PK-02","0"
"BEXAR COUNTY","SHEKINAH RADIANCE ACADEMY","SCHERTZ","SHEKINAH RADIANCE ACADEMY","5203 OLD PEARSALL RD","SAN ANTONIO","TX","78242","(210) 623-3030","(210) 623-3046","shekinahra@aol.com","MR JAVIER ARREDONDO   ","'PK-05","111"
"BEXAR COUNTY","SHEKINAH RADIANCE ACADEMY","SCHERTZ","WASHINGTON TYRANNUS SCHOOL OF THE ARTS","12470 WOMAN HOLLERING","SCHERTZ","TX","78154","(210) 658-6848","(210) 658-7820","shekinahra@aol.com","EMMA ALEXANDER   ","'07-12","14"
"BEXAR COUNTY","SHEKINAH RADIANCE ACADEMY","SCHERTZ","SHEKINAH HOPE","13069 IH 35 N BLDG B","SAN ANTONIO","TX","78233","(210) 590-0838","(210) 590-0856","shekinahra@aol.com","DERRICK LOVE   ","'PK-06","92"
"BEXAR COUNTY","SHEKINAH RADIANCE ACADEMY","SCHERTZ","SHEKINAH WALZEM","6663 WALZEM RD","SAN ANTONIO","TX","78239","(210) 967-6933","(210) 967-6280","shekinahra@aol.com","KATRINA DAVIS   ","'PK-12","247"
"BEXAR COUNTY","SHEKINAH RADIANCE ACADEMY","SCHERTZ","SHEKINAH RADIANCE ACADEMY ABUNDANT LIFE","5130 CASEY","LAMARQUE","TX","77568","(409) 935-8773","(409) 935-4426","shekinahra@aol.com","MS LAY LAIR   ","'KG-12","247"
"BEXAR COUNTY","SHEKINAH RADIANCE ACADEMY","SCHERTZ","WEST COLUMBIA CHARTER SCH","719 W BRAZOS AVE","WEST COLUMBIA","TX","77486","(210) 658-6848","(210) 658-7820","shekinahra@aol.com","MICHAEL BLACKSHIRE   ","'KG-12","134"
"BEXAR COUNTY","SHEKINAH RADIANCE ACADEMY","SCHERTZ","VILLAGE AT SOUTH PARK","9133 SCOTT ST","HOUSTON","TX","77051","(713) 734-7989","(713) 734-7990","shekinahra@aol.com","MS CLAUDETTE EDWARDS   ","'PK-02","62"
"BEXAR COUNTY","SHEKINAH RADIANCE ACADEMY","SCHERTZ","SHEKINAH RADIANCE ACADEMY (DALLAS CENTER)","201 N ERBY CAMPBELL BLVD","ROYSE CITY","TX","75189","(972) 636-0055","(972) 636-0055","shekinahra@aol.com","RUSTY MITCHELL   ","'KG-06","106"
"BEXAR COUNTY","SHEKINAH RADIANCE ACADEMY","SCHERTZ","SHEKINAH RADIANCE ACADEMY (GARLAND)","10715 GARLAND RD STE 100","DALLAS","TX","75218","(214) 320-2500","(214) 320-2502","shekinahra@aol.com","RUSTY MITCHELL   ","'KG-06","119"
"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","AUSTIN","PATHWAYS 3H CAMPUS","P O BOX 7667","AUSTIN","TX","78713-7667","(830) 866-3761","(830) 866-3705","sherrington@mail.utexas.edu","SONJA HERRINGTON   ","'06-12","41"
"BEXAR COUNTY","SOUTHWEST PREPARATORY SCHOOL","SAN ANTONIO","SOUTHWEST PREPARATORY SCHOOL","1258 AUSTIN HWY","SAN ANTONIO","TX","78209-4820","(210) 829-8017 ext:2   ","(210) 829-8514","sherry.head@swprep.org","MS SHERY HEAD   ","'09-12","291"
"BEXAR COUNTY","SOUTHWEST PREPARATORY SCHOOL","SAN ANTONIO","NEW DIRECTIONS","1258 AUSTIN HWY BLDG 2","SAN ANTONIO","TX","78209-4891","(210) 828-2161","(210) 826-9962","sherry.head@swprep.org","SHERRY HEAD   ","'09-12","27"
"DALLAS COUNTY","UPLIFT EDUCATION - PEAK PREPARATORY","IRVING","UPLIFT EDUCATION - LAUREATE PREP PRI","606 E ROYAL LN","IRVING","TX","75039","(469) 621-8552","(214) 276-4207","shudnor@uplifteducation.org","SCOTT HUDNOR   ","'KG-05","122"
"DALLAS COUNTY","UPLIFT EDUCATION - PEAK PREPARATORY","IRVING","UPLIFT EDUCATION - LAUREATE PREP MIDDLE","606 E ROYAL LN","IRVING","TX","75039","(214) 442-7882","(214) 442-7882","shudnor@uplifteducation.org","SCOTT HUDNOR   ","'06-08","0"
"HARRIS COUNTY","TWO DIMENSIONS PREPARATORY ACADEMY","HOUSTON","TWO DIMENSIONS PREPARATORY ACADEMY","12121 VETERANS MEMORIAL DR #9","HOUSTON","TX","77067","(281) 440-8853","(281) 440-4233","Simpson@TwoDimensions.org","DAISY L SIMPSON   ","'PK-08","218"
"HARRIS COUNTY","NORTHWEST PREPARATORY","HOUSTON","NORTHWEST PREPARATORY","4705 LYONS AVE","HOUSTON","TX","77020","(713) 672-1959","(713) 676-1940","singleton@northwestprepacademy.com","ERIK L SINGLETON   ","'PK-08","259"
"BEXAR COUNTY","POSITIVE SOLUTIONS CHARTER SCHOOL","SAN ANTONIO","POSITIVE SOLUTIONS CHARTER","1325 N FLORES STE 100","SAN ANTONIO","TX","78212","(210) 299-1025","(210) 299-1052","slangseth@positivesolutionsinc.net","MR STEVEN LANGSETH   ","'09-12","157"
"HARRIS COUNTY","NORTHWEST PREPARATORY","HOUSTON","NORTHWEST PREPARATORY CAMPUS (WILEYVALE CAMPUS)","11500 NW FWY STE 190","HOUSTON","TX","77092","(713) 674-2105","(832) 380-2576","slroberts@aol.com","STEVIE ROBERTS   ","'KG-08","30"
"BEE COUNTY","ST MARY'S ACADEMY CHARTER SCHOOL","BEEVILLE","ST MARY'S ACADEMY CHARTER SCHOOL","PO BOX 279","BEEVILLE","TX","78102","(361) 358-5601","(361) 358-5704","smacs@fnbnet.net","MERLE S SIMONSON   ","'KG-08","361"
"BEXAR COUNTY","POR VIDA ACADEMY","SAN ANTONIO","CORPUS CHRISTI COLLEGE PREP H S","1135 MISSION RD","SAN ANTONIO","TX","78210-4598","(361) 225-4240","(361) 225-4021","smora@porvida.org","STEPHEN MORA   ","'09-12","88"
"BEXAR COUNTY","SCHOOL OF EXCELLENCE IN EDUCATION","SAN ANTONIO","PRE-K ACADEMY","1826 BASSE RD","SAN ANTONIO","TX","78213","(210) 431-9881","(210) 432-8467","snorris@excellence-sa.org","SUSAN NORRIS   ","'PK","88"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA ACADEMY PHARR","600 E LAS MILPAS RD","PHARR","TX","78577","(956) 283-1515","(956) 283-1474","sonia.aguilar@ideapublicschools.org","SONIA AGUILAR   ","'KG 01","103"
"LUBBOCK COUNTY","SOUTH PLAINS ACADEMY CHARTER DISTRICT","SAN ANTONIO","SOUTH PLAINS ACADEMY CHARTER H S","4008 AVE R","LUBBOCK","TX","79412","(806) 744-0330","(806) 744-1341","spa001@sapicsc.org","MICHAEL SCOTT CAROTHERS   ","'09-12","219"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF ABILENE","P O BOX 292730","LEWISVILLE","TX","75029","(325) 698-8111","(325) 695-5620","spond@responsiveed.com","SUE POND   ","'06-12","0"
"HIDALGO COUNTY","INFORMATION REFERRAL RESOURCE ASSISTANCE INC","MCALLEN","IRRA INC EDINBURG CENTER","P O BOX 164","MCALLEN","TX","78504-0164","(956) 380-6616","(956) 292-0371","srichardson@irra.org","SANDRA RICHARDSON   ","'PK-03 09-12","133"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","VISTA ACADEMY OF CARROLLTON","P O BOX 292730","LEWISVILLE","TX","75029","(972) 245-2900","(972) 245-2999","sscott@vista-academies.com","STEPHANIE SCOTT   ","'PK-12","238"
"BEXAR COUNTY","JUBILEE ACADEMIC CENTER","SAN ANTONIO","KINGSWAY LEADERSHIP ACADEMY","4434 ROLAND RD","SAN ANTONIO","TX","78222","(361) 221-2591","(361) 221-2594","ssolis@jubileeacademic.org","STEVEN SOLIS   ","'PK-12","0"
"DALLAS COUNTY","UPLIFT EDUCATION - NORTH HILLS PREPARATORY","IRVING","UPLIFT EDUCATION - INFINITY PREPARATORY MIDDLE SCH","606 E ROYAL LN","IRVING","TX","75039-3503","(469) 621-9200","(469) 621-9211","sstover@uplifteducation.org","J C SANDERS   ","'06-08","0"
"DALLAS COUNTY","UPLIFT EDUCATION - NORTH HILLS PREPARATORY","IRVING","UPLIFT EDUCATION - INFINITY PREPARATORY PRI","606 E ROYAL LN","IRVING","TX","75039-3503","(469) 621-9200","(469) 621-9211","sstover@uplifteducation.org","J C SANDERS   ","'KG-05","0"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S NORTH TEXAS JOB CORPS","P O BOX 292730","LEWISVILLE","TX","75029","(972) 547-7901","(972) 316-9506","stackett-cox@responsiveed.com","    ","'06-12","0"
"BELL COUNTY","ORENDA CHARTER SCHOOL","GEORGETOWN","GATEWAY H S","2951 WILLIAMS DR","GEORGETOWN","TX","78628","(512) 868-4947","(512) 868-4946","steve.werlein@orendaeducation.org","MR STEVE WERLEIN   ","'09-12","79"
"BELL COUNTY","ORENDA CHARTER SCHOOL","GEORGETOWN","GATEWAY COLLEGE PREPARATORY SCHOOL","2951 WILLIAMS DR","GEORGETOWN","TX","78628","(512) 868-4947","(512) 868-4946","steve.werlein@orendaeducation.org","MR STEVE WERLEIN   ","'KG-12","208"
"BEXAR COUNTY","SAN ANTONIO ISD","SAN ANTONIO","STORM EL","435 BRADY BLVD","SAN ANTONIO","TX","78207-8099","(210) 224-7321","(210) 224-1998","stormel@saisd.net","JACKIE IBARRA-LANFORD   ","'EE-05","495"
"HARRIS COUNTY","HOUSTON GATEWAY ACADEMY INC","HOUSTON","HOUSTON GATEWAY ACADEMY - CORAL CAMPUS","1020 CORAL","HOUSTON","TX","77012","(713) 923-5060","(713) 923-9070","support@hgaschool.org","FRANCISCO PENNING   ","'PK-12","496"
"BEXAR COUNTY","POR VIDA ACADEMY","SAN ANTONIO","CESAR E CHAVEZ ACADEMY","3701 MUELLER","CORPUS CHRISTI","TX","78408","(361) 561-5651","(361) 561-5654","svalencia@por-vida.org","SANDRA VALENCIA   ","'09-12","75"
"BRAZOS COUNTY","BRAZOS SCHOOL FOR INQUIRY & CREATIVITY","BRYAN","BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY NORTHWEST","410 BETHEL LN","BRYAN","TX","77802","(713) 983-6877","(713) 983-7036","sware@thebrazosschool.org","SARAH WARE   ","'PK-08","154"
"HARRIS COUNTY","KIPP SOUTHEAST HOUSTON","HOUSTON","KIPP SUNNYSIDE H S","10711 KIPP WAY","HOUSTON","TX","77099","(832) 633-1465","(713) 731-1644","swheatley@kipphouston.org","MR SHANNON WHEATLEY II   ","'09-12","129"
"DALLAS COUNTY","LIFE SCHOOL","LANCASTER","LIFE SCHOOL CEDAR HILL","950 S I-35 E","LANCASTER","TX","75146","(972) 293-2825","(972) 291-2877","tammy.wallis@lifeschools.net","TAMMY WALLIS   ","'KG-04","248"
"COMAL COUNTY","TRINITY CHARTER SCHOOL","AUSTIN","TRINITY CHARTER SCHOOL","5638 MEDICAL CENTER DR","KATY","TX","77494","(281) 392-7505","(281) 392-7560","tanisha.lee@trinitycharterschools.org","TANISHA LEE   ","'06-12","61"
"HARRIS COUNTY","YES PREP PUBLIC SCHOOLS INC","HOUSTON","YES PREP - BRAYS OAKS","9000 W BELLFORT","HOUSTON","TX","77031","(713) 967-8400","(713) 774-1808","Tarrieck.rideaux@yesprep.org","TARRIECK RIDEAUX   ","'06-12","240"
"BEXAR COUNTY","JUBILEE ACADEMIC CENTER","SAN ANTONIO","ALPHA ACADEMY","4434 ROLAND","SAN ANTONIO","TX","78222","(210) 798-1792","(210) 798-1829","tbaldwin@jubileeacademic.org","THOMAS BALDWIN   ","'PK-12","119"
"TRAVIS COUNTY","NYOS CHARTER SCHOOL","AUSTIN","NYOS - MAGNOLIA MCCULLOUGH CAMPUS","1605 KRAMER LN","AUSTIN","TX","78758","(512) 275-6967","(512) 275-1573","tberkenhoff@nyos.org","TERRY BERKENHOFF   ","'PK-03","288"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","EAST EARLY COLLEGE H S","220 N MILBY ST","HOUSTON","TX","77003-2708","(713) 847-4809","(713) 847-4813","tbolden@houstonisd.org","MS TAMERA J BOLDEN   ","'09-12","461"
"HARRIS COUNTY","KIPP SOUTHEAST HOUSTON","HOUSTON","KIPP 3RD WARD SCHOOL","10711 KIPP WAY","HOUSTON","TX","77099","(713) 842-1695","(713) 842-6689","tdugar@kipphouston.org","TORI DUGAR   ","'PK-12","52"
"HARRIS COUNTY","KIPP SOUTHEAST HOUSTON","HOUSTON","KIPP LIBERATION COLLEGE PREP","3150 YELLOWSTONE BLVD","HOUSTON","TX","77054","(713) 842-1695","(713) 842-6689","tdugar@kipphouston.org","TORI DUGAR   ","'06-12","242"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF TYLER","P O BOX 292730","LEWISVILLE","TX","75029","(903) 592-5222","(903) 592-0324","tervin@responsiveed.com","    ","'06-12","0"
"SMITH COUNTY","AZLEWAY CHARTER SCHOOL","TYLER","AZLEWAY CHARTER SCHOOL","15892 CR26","TYLER","TX","75707","(903) 566-8444","(903) 566-2053","tevans@azleway.com","MR LACY A HOGUE   ","'01-12","97"
"SMITH COUNTY","AZLEWAY CHARTER SCHOOL","TYLER","AZLEWAY CHARTER SCHOOL WILLOW BEND","158912 CR 26","TYLER","TX","75707","(903) 549-3194","(903) 549-2227","tevans@azleway.com","DAVID ROSSON   ","'07-12","34"
"HARRIS COUNTY","KIPP INC CHARTER","HOUSTON","KIPP LEGACY PREPARATORY SCHOOL","10711 KIPP WAY","HOUSTON","TX","77099","(832) 633-1813","(713) 491-7311","tfrancis@kipphouston.org","TRESHA FRANCIS   ","'EE-01","174"
"TRAVIS COUNTY","AMERICAN YOUTHWORKS CHARTER SCHOOL","AUSTIN","AMERICAN YOUTHWORKS SERVICE LEARNING ACADEMY","1901 E BEN WHITE BLVD","AUSTIN","TX","78741","(512) 744-1900","(512) 916-4708","tgahan@americanyouthworks.org","TERENCE GAHAN   ","'09-12","109"
"HARRIS COUNTY","KIPP SOUTHEAST HOUSTON","HOUSTON","KIPP SUNNYSIDE SCHOOL","10711 KIPP WAY","HOUSTON","TX","77099","(713) 731-1235","(713) 731-0386","tgeorge@kipphouston.org","STEPHANIE WILKINS   ","'PK-12","326"
"HARRIS COUNTY","KIPP INC CHARTER","HOUSTON","KIPP VOYAGE ACADEMY FOR GIRLS","10711 KIPP WAY","HOUSTON","TX","77099","(832) 230-0567","(713) 491-7311","tginn@kipphouston.org","TASHA GINN   ","'06-08","81"
"HARRIS COUNTY","KIPP INC CHARTER","HOUSTON","KIPP NORTH FOREST LOWER GIRLS SCHOOL","10711 KIPP WAY","HOUSTON","TX","77099","(832) 230-0567","(713) 491-7311","tginn@kipphouston.org","TASHA GINN   ","'PK-05","83"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF BEAUMONT","P O BOX 292730","LEWISVILLE","TX","75029","(409) 835-4303","(409) 835-2882","thadnot@responsiveed.com","    ","'06-12","0"
"BELL COUNTY","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)","MCQUEENEY","RICHARD MILBURN ALTER H S (KILLEEN)","1001 E VETERANS MEMORIAL BLVD STE 301C","KILLEEN","TX","76541-7215","(254) 634-4444","(254) 634-4044","Thompson604@aol.com","ROSE THOMPSON   ","'09-12","152"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","CHALLENGE EARLY COLLEGE H S","5601 W LOOP S","HOUSTON","TX","77081","(713) 664-9712","(713) 664-9780","TMILLER@houstonisd.org","TONYA MILLER   ","'09-12","444"
"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","AUSTIN","PEGASUS CAMPUS","P O BOX 7667","AUSTIN","TX","78713-7667","(512) 432-1651","(512) 432-1653","tmohle@mail.utexas.edu","TERRY MOHLE   ","'KG-12","165"
"DALLAS COUNTY","DALLAS COMMUNITY CHARTER SCHOOL","DALLAS","LINDSLEY PARK COMMUNITY SCHOOL","722 TENISON MEMORIAL","DALLAS","TX","75223-1666","(214) 321-9155","(214) 321-0702","toml@edcschool.org","TOM LOEW   ","'PK-03","225"
"HARRIS COUNTY","KOINONIA COMMUNITY LEARNING ACADEMY","HOUSTON","KOINONIA COMMUNITY LEARNING ACADEMY","3229-A HADLEY","HOUSTON","TX","77004","(713) 659-5252","(713) 641-5356","toni.fisher@thekcla.com","MS TONI FISHER   ","'EE-07","43"
"DALLAS COUNTY","NOVA ACADEMY (SOUTHEAST)","DALLAS","NOVA ACADEMY PRICHARD","2800 PRICHARD","DALLAS","TX","75227","(972) 808-7470","(214) 775-0748","tparker@ednet10.net","TROY PARKER   ","'01-08","0"
"NUECES COUNTY","CORPUS CHRISTI ISD","CORPUS CHRISTI","COLLEGIATE H S","P O BOX 110","CORPUS CHRISTI","TX","78404","(361) 698-2425","(361) 698-2427","tracie.rodriguez@ccisd.us","MS TRACIE S RODRIGUEZ   ","'09-12","405"
"DALLAS COUNTY","DALLAS COUNTY JUVENILE JUSTICE","DALLAS","SAU CAMPUS","414 S RL THORNTON","DALLAS","TX","75203","(214) 860-4370","(214) 860-4490","Tracie.Smith@dallascounty.org","TRACIE SMITH   ","'03-12","54"
"BEXAR COUNTY","SAN ANTONIO ISD","SAN ANTONIO","TRAVIS EARLY COLLEGE H S","1915 N MAIN AVE","SAN ANTONIO","TX","78212","(210) 733-1911","(210) 733-5486","travisearlycollegehs@saisd.net","MR ORLANDO VERA   ","'09-12","297"
"BRAZOS COUNTY","BRAZOS SCHOOL FOR INQUIRY & CREATIVITY","BRYAN","BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY SOUTHWEST","410 BETHEL LN","BRYAN","TX","77802","(713) 270-4500","(713) 270-4510","trock@thebrazosschool.org","TIFFANY ROCK   ","'06-12","158"
"HARRIS COUNTY","HOUSTON CAN ACADEMY CHARTER SCHOOL","DALLAS","HOUSTON CAN ACADEMY CHARTER SCHOOL","3401 HARDY ST","HOUSTON","TX","77009","(713) 659-4226","(713) 651-1493","trussell@texanscan.org","TRENN RUSSELL   ","'09-12","391"
"TARRANT COUNTY","FORT WORTH CAN ACADEMY","DALLAS","RIVER OAKS","5508 BLACK OAK LN STE A","FORT WORTH","TX","76114","(817) 735-1515","(817) 735-1465","tswafford@texanscan.org","TONY SWAFFORD   ","'09-12","218"
"DALLAS COUNTY","UPLIFT EDUCATION - HAMPTON PREPARATORY","IRVING","UPLIFT EDUCATION-HAMPTON PREP H S","606 E ROYAL LN","IRVING","TX","75039","(972) 421-1982","(972) 421-1986","twolverton@uplifteducation.org","TANIA WOLVERTON   ","'09-12","209"
"TRAVIS COUNTY","TEXAS EMPOWERMENT ACADEMY","AUSTIN","TEXAS EMPOWERMENT ACADEMY EL","6414 N HAMPTON","AUSTIN","TX","78723","(512) 494-1076","(512) 494-1009","txempowac@hotmail.com","DAVID W NOWLIN   ","'KG-05","110"
"DALLAS COUNTY","CEDAR HILL ISD","CEDAR HILL","CEDAR HILL COLLEGIATE H S","1515 W BELTLINE","CEDAR HILL","TX","75104","(469) 272-2021","(972) 293-2652","usamah.rodgers@chisd.net","MRS USAMAH RODGERS   ","'09-12","-1"
"HIDALGO COUNTY","VANGUARD ACADEMY","PHARR","VANGUARD ACADEMY","1200 E KELLY","PHARR","TX","78577","(956) 283-1700","(956) 702-2180","vanguardac@aol.com","NARCISO M GARCIA   ","'PK-12","1062"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","PRO-VISION SCHOOL","4590 WILMINGTON","HOUSTON","TX","77051-3332","(713) 748-0030","(713) 748-0037","vbrock@houstonisd.org","VAUGHN F BROCK   ","'05-08","169"
"DALLAS COUNTY","GOLDEN RULE CHARTER SCHOOL","DALLAS","GOLDEN RULE DESOTO","2602 W ILLINOIS AVE","DALLAS","TX","75233","(469) 248-4463","(469) 248-4471","vdelgado@goldencharter.org","MR WILL RAMOS   ","'PK-02","103"
"DALLAS COUNTY","GOLDEN RULE CHARTER SCHOOL","DALLAS","GOLDEN RULE SOUTHWEST","2602 W ILLINOIS AVE","DALLAS","TX","75233","(214) 333-9330","(214) 333-9325","vdelgado@goldencharter.org","MR WILL RAMOS   ","'PK-02","0"
"NUECES COUNTY","CORPUS CHRISTI MONTESSORI SCHOOL","CORPUS CHRISTI","CORPUS CHRISTI MONTESSORI SCHOOL","3530 GOLLIHAR RD","CORPUS CHRISTI","TX","78415","(361) 883-9306","(361) 852-0640","vesquivel@ccmscharter.org","MRS SYLVIA D GAERTNER   ","'01-08","181"
"DALLAS COUNTY","PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES","DALLAS","PEGASUS CHARTER H S","601 N AKARD ST STE 203","DALLAS","TX","75201","(214) 740-9991","(214) 740-9799","vlannen@gte.net","VIRGINIA HART   ","'KG-12","550"
"TARRANT COUNTY","CHAPEL HILL ACADEMY","FORT WORTH","CHAPEL HILL ACADEMY","3131 SANGUINET ST","FORT WORTH","TX","76107","(817) 289-0242","(817) 289-3657","vsendejo@lenapopehome.org","MS VICTORIA SENDEJO   ","'PK-05","344"
"BEXAR COUNTY","SCHOOL OF EXCELLENCE IN EDUCATION","SAN ANTONIO","MILTON B LEE ACADEMY OF SCIENCE & ENGINEERING","1826 BASSE RD","SAN ANTONIO","TX","78213","(210) 431-9881","(210) 582-2587","vwalker@excellence-sa.org","VALARIE WALKER   ","'09-12","173"
"HARRIS COUNTY","SPRING BRANCH ISD","HOUSTON","WESTCHESTER ACADEMY FOR INTERNATIONAL STUDIES","901 YORKCHESTER","HOUSTON","TX","77079","(713) 251-1800","(713) 365-5686","WAIS@springbranchisd.com","NATALIE BLASINGAME   ","'06-12","977"
"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DISTRICT","SAN ANTONIO","JOHN H WOOD JR CHARTER SCHOOL AT SAN MARCOS","10325 BANDERA RD","SAN ANTONIO","TX","78250","(210) 638-5300","(210) 638-5375","wcherry@woodcharter.com","MR WADE CHERRY   ","'06-12","186"
"DALLAS COUNTY","LIFE SCHOOL","LANCASTER","LIFE SCHOOL RED OAK","950 S I-35 E","LANCASTER","TX","75146","(469) 552-9200","(972) 576-2613","wendy.dansby@lifeschools.net","ENA MEYERS   WENDY DANSBY   ","'KG-12","1501"
"SMITH COUNTY","UT TYLER INNOVATION ACADEMY","TYLER","UT TYLER INNOVATION ACADEMY","3900 UNIVERSITY BLVD INGENUITY CENTER","TYLER","TX","75799","(903) 565-5669","(903) 565-5867","whickey@uttyler.edu","    ","'03-12","0"
"BEXAR COUNTY","SAN ANTONIO ISD","SAN ANTONIO","WHITTIER MIDDLE","2101 EDISON DR","SAN ANTONIO","TX","78201-3499","(210) 738-9755","(210) 735-0704","whittieracad@saisd.net","MS NOEMI SALDIVAR   ","'06-08","912"
